iter	RMSE
191	0.5553827771
192	0.5551960141
193	0.5548523184
194	0.5544926021
195	0.5538242187
196	0.5535317736
197	0.5530464714
198	0.5526657341
199	0.5521314938
200	0.5517014707
201	0.5513114366
202	0.5504309229
203	0.5500910746
204	0.5497890876
205	0.5491993323
206	0.5479035059
207	0.5475158888
208	0.5467726989
209	0.5462822522
210	0.5455616629
211	0.5452128869
212	0.5449066232
213	0.544667199
214	0.5443177011
215	0.5439624165
216	0.5436954423
217	0.5430298183
218	0.5429119799
219	0.5426394955
220	0.5422774934
221	0.5417227426
222	0.5412867062
223	0.5410009468
224	0.5407547703
225	0.5404330733
226	0.5401396601
227	0.5397237161
228	0.5395122849
229	0.5391035764
230	0.5386981086
231	0.5384392263
232	0.538109506
233	0.5379017858
234	0.5376048485
235	0.5373719576
236	0.5369412667
237	0.5366831733
238	0.5363748921
239	0.536199678
240	0.5359917581
241	0.5357662624
242	0.5354097303
243	0.5351216274
244	0.5347425212
245	0.5344507832
246	0.5341259737
247	0.5338930781
248	0.5336429297
249	0.5334382666
250	0.5332332663
251	0.5324916143
252	0.5323435543
253	0.5321914877
254	0.5320422707
255	0.5317308057
256	0.5311542574
257	0.5307784853
258	0.5304214474
259	0.5301670435
260	0.5298532559
261	0.5295249387
262	0.5293132495
263	0.5289131256
264	0.528549092
265	0.5280484322
266	0.5278453957
267	0.5274472884
268	0.5268926021
269	0.5264907537
270	0.5262384475
271	0.5260322067
272	0.525754602
273	0.5256225227
274	0.5253182992
275	0.5249301289
276	0.5242191032
277	0.5240593757
278	0.5239341133
279	0.5235415054
280	0.523428636
281	0.5230640526
282	0.522878699
283	0.5225339456
284	0.5223318371
285	0.5221159239
286	0.5218004765
287	0.5216594817
288	0.521363676
289	0.5210797701
290	0.5209144522
291	0.5206833916
292	0.520508548
293	0.5202573939
294	0.5200953726
295	0.5198593593
296	0.5196810989
297	0.5194966042
298	0.5193595482
299	0.5191528978
300	0.5189519294
301	0.5187368896
302	0.5181996337
303	0.5179850096
304	0.5178877068
305	0.5176965569
306	0.5176193089
307	0.517309841
308	0.517061542
309	0.5168762108
310	0.5166226777
311	0.5163203669
312	0.5158219099
313	0.5156116687
314	0.5153871857
315	0.5152376623
316	0.5149616212
317	0.5148263252
318	0.5144880154
319	0.5143974285
320	0.5143777811
321	0.5141190565
322	0.5141004547
323	0.5140828069
324	0.5138342262
325	0.5136097135
326	0.5135929738
327	0.513397651
328	0.5132222562
329	0.5131026361
330	0.5129347625
331	0.5127313098
332	0.5123386562
333	0.5121142638
334	0.5119335983
335	0.5116455197
336	0.5114117248
337	0.511230878
338	0.5111614919
339	0.5109658953
340	0.510828298
341	0.5106196705
342	0.510412857
343	0.5101160564
344	0.5098854437
345	0.5096893116
346	0.5088904306
347	0.5087086883
348	0.5085898382
349	0.5084005916
350	0.5083704814
351	0.5082004145
352	0.5081643747
353	0.5079260905
354	0.5076971377
355	0.5074651458
356	0.5072856202
357	0.5072588849
358	0.5070478973
359	0.5066070722
360	0.5063603397
361	0.5062230272
362	0.5060706926
363	0.5057466183
364	0.5056077594
365	0.5054655531
366	0.5052224159
367	0.5050869787
368	0.5048500919
369	0.5046864953
370	0.5043864017
371	0.5041593619
372	0.5039637968
373	0.5037559189
374	0.5029708282
375	0.5028017599
376	0.5026343514
377	0.5024826972
378	0.5023491226
379	0.5016885578
380	0.5014650143
381	0.5012238442
382	0.5010897614
383	0.5008610569
384	0.5006683403
385	0.5004057298
386	0.5002558322
387	0.5000753588
388	0.5000163826
389	0.499895755
390	0.4996820566
391	0.4995303377
392	0.4993026012
393	0.4992338604
394	0.4991123254
395	0.4989319979
396	0.4988213334
397	0.4986817461
398	0.4984871639
399	0.4983400567
400	0.4976768578
401	0.4975778265
402	0.4970990797
403	0.4969120916
404	0.4967163746
405	0.4966062405
406	0.496565058
407	0.4963014241
408	0.4960824859
409	0.4959144457
410	0.4955594022
411	0.4954141994
412	0.4947463087
413	0.4944734567
414	0.494136659
415	0.4939704342
416	0.4937525263
417	0.4935606596
418	0.4931478947
419	0.4929807609
420	0.4926202875
421	0.4924635909
422	0.4922766638
423	0.4920145254
424	0.4918548855
425	0.4917219932
426	0.4917098669
427	0.49152579
428	0.4913620812
429	0.4911712485
430	0.4909456974
431	0.4908655464
432	0.4906914152
433	0.4906417589
434	0.4901801993
435	0.4897217356
436	0.4895476966
437	0.4893174771
438	0.4891298482
439	0.4889275649
440	0.4887748333
441	0.4886412938
442	0.4882613766
443	0.4877852272
444	0.4876672548
445	0.4873985633
446	0.487157305
447	0.4870258844
448	0.4869135172
449	0.4868579257
450	0.4865897723
451	0.4864129782
452	0.4862059108
453	0.4861263679
454	0.4859631454
455	0.4857841513
456	0.4856552903
457	0.4853579104
458	0.4851519123
459	0.4849736419
460	0.4848924369
461	0.4846508465
462	0.4845692666
463	0.4842763466
464	0.4841167071
465	0.483542368
466	0.4834665557
467	0.4833646779
468	0.4832344535
469	0.4830335532
470	0.4828363443
471	0.4826789655
472	0.4824854313
473	0.4821549477
474	0.4820436358
475	0.481917967
476	0.4817405167
477	0.4816409039
478	0.4814706595
479	0.480745276
480	0.4806392444
481	0.4804253492
482	0.4803451899
483	0.4801826829
484	0.4800536598
485	0.4799292203
486	0.4797946396
487	0.4796674136
488	0.4795071548
489	0.4793917089
490	0.4792530289
491	0.4789472356
492	0.4787967643
493	0.478766357
494	0.4786560192
495	0.4784661206
496	0.4782874647
497	0.4782261891
498	0.4780555311
499	0.4779573361
500	0.4777323657
501	0.4775970493
502	0.4774551022
503	0.4772838911
504	0.4771179416
505	0.4768475487
506	0.4767040439
507	0.4765578055
508	0.4762122898
509	0.4760879692
510	0.4759415859
511	0.4757993721
512	0.4756391441
513	0.4755020579
514	0.4753681785
515	0.475217431
516	0.4750835602
517	0.4750769365
518	0.4749105979
519	0.4747771227
520	0.4746005008
521	0.4744476963
522	0.4741441589
523	0.4735450099
524	0.4733936105
525	0.4731175096
526	0.4729795703
527	0.4729718461
528	0.4728660545
529	0.4727368302
530	0.4723955174
531	0.4722766144
532	0.4721373357
533	0.4719852208
534	0.4718657065
535	0.4716518845
536	0.4715389569
537	0.4713403899
538	0.4712097632
539	0.471021976
540	0.470810797
541	0.4706070999
542	0.4703350105
543	0.4700788295
544	0.4699737068
545	0.4698625727
546	0.4697587323
547	0.4696187465
548	0.4694247645
549	0.4693424133
550	0.4692475024
551	0.4690963257
552	0.4688873849
553	0.4687462715
554	0.4686303279
555	0.468623939
556	0.4684801176
557	0.4683203668
558	0.4682384758
559	0.4680368761
560	0.4678866147
561	0.4677573277
562	0.4675222114
563	0.4674174135
564	0.4671131703
565	0.4669241545
566	0.4668048258
567	0.4666504794
568	0.4665030666
569	0.4663628799
570	0.466255544
571	0.4661330562
572	0.4660758279
573	0.4659343333
574	0.4658181492
575	0.4657225734
576	0.4656456209
577	0.4654891902
578	0.4652994976
579	0.4651796755
580	0.4650937082
581	0.4649627903
582	0.4648751643
583	0.4647098142
584	0.4646486836
585	0.4645428369
586	0.4643203389
587	0.4642071009
588	0.4640121156
589	0.4639056342
590	0.4637165036
591	0.4635963357
592	0.4634672559
593	0.463351807
594	0.4628805965
595	0.4627256058
596	0.4625730813
597	0.4625088781
598	0.4624906777
599	0.4624348274
600	0.4622784095
601	0.4621244924
602	0.4620074282
603	0.46188122
604	0.4616687504
605	0.4616276834
606	0.4615242574
607	0.4613540015
608	0.4612725337
609	0.4611729449
610	0.4610926063
611	0.4609766676
612	0.4608853118
613	0.4607748117
614	0.4607156432
615	0.4605609485
616	0.4601577293
617	0.4600692869
618	0.4599634846
619	0.459881844
620	0.4597384148
621	0.4596139901
622	0.4594866825
623	0.4593695779
624	0.4592406404
625	0.4591914901
626	0.4590406137
627	0.4588394507
628	0.4587321668
629	0.4586577267
630	0.4585708671
631	0.4584109407
632	0.4583016678
633	0.458208398
634	0.4581005493
635	0.4580006997
636	0.4578201958
637	0.457511365
638	0.4574398944
639	0.4573216784
640	0.4570714226
641	0.4570012367
642	0.4569124957
643	0.4567748829
644	0.4566043077
645	0.4564475384
646	0.4563226678
647	0.4561960279
648	0.4559967163
649	0.4558741563
650	0.4556485462
651	0.4552777943
652	0.4551311001
653	0.4550408073
654	0.4549188145
655	0.4547641597
656	0.4546719804
657	0.4545719407
658	0.4544236402
659	0.4543388484
660	0.4542332652
661	0.4541560087
662	0.4540496868
663	0.4539809251
664	0.4538625609
665	0.4537795092
666	0.4536608169
667	0.4534641925
668	0.4533380597
669	0.4531768466
670	0.4530644857
671	0.4529619037
672	0.4529047487
673	0.4528019098
674	0.4525333712
675	0.4524119522
676	0.4522990806
677	0.4521474879
678	0.4519894094
679	0.4518773189
680	0.4518278543
681	0.4516926453
682	0.4515309469
683	0.4511594337
684	0.451044819
685	0.4507961324
686	0.4506443526
687	0.4503674505
688	0.450245348
689	0.4501203395
690	0.4497441592
691	0.4496737242
692	0.4495452906
693	0.4494045724
694	0.4493409102
695	0.4492595919
696	0.4490325912
697	0.4489480038
698	0.4486052138
699	0.448534369
700	0.4484264665
701	0.4483236586
702	0.4481356353
703	0.4480483038
704	0.4480339386
705	0.4479086263
706	0.4478638032
707	0.4476862758
708	0.4475438506
709	0.447418749
710	0.4473469827
711	0.4472188561
712	0.4469716592
713	0.4468156211
714	0.4466154034
715	0.4465285222
716	0.4463984437
717	0.4463097251
718	0.4462060061
719	0.4461089091
720	0.4456975595
721	0.4456001593
722	0.4452201711
723	0.4452094207
724	0.4451094069
725	0.4447180659
726	0.444499927
727	0.4443770615
728	0.4442789469
729	0.4441329427
730	0.4440496332
731	0.4439258182
732	0.4438301557
733	0.443748589
734	0.4436301516
735	0.4435137638
736	0.443413332
737	0.4432818499
738	0.4432392659
739	0.4431992664
740	0.4431400462
741	0.4427612707
742	0.4427008511
743	0.4425986417
744	0.4425336112
745	0.4423165255
746	0.4421923358
747	0.4420954478
748	0.4419427585
749	0.4418994481
750	0.4417796782
751	0.4416188461
752	0.441535673
753	0.4414277895
754	0.4413388799
755	0.4412461681
756	0.441151198
757	0.4409517408
758	0.4409462842
759	0.4408090216
760	0.4406917081
761	0.4405663561
762	0.4403499039
763	0.4402289417
764	0.439992353
765	0.4399179872
766	0.4398321042
767	0.4397450185
768	0.439583479
769	0.4393180671
770	0.4392440695
771	0.4391793938
772	0.4390735675
773	0.4389695062
774	0.4388637068
775	0.4387557306
776	0.4386684619
777	0.4384168038
778	0.4383538155
779	0.4382450333
780	0.4380931888
781	0.4379922566
782	0.4378993652
783	0.4377634875
784	0.4376547034
785	0.4374484195
786	0.4373455751
787	0.4370461736
788	0.4369402222
789	0.4368374975
790	0.4367638277
791	0.4366829333
792	0.4366041858
793	0.4363399131
794	0.4362331042
795	0.436130134
796	0.4355540438
797	0.4353675985
798	0.4352864092
799	0.4351416828
800	0.4350286991
801	0.4349597819
802	0.4348511223
803	0.4347374108
804	0.4346177406
805	0.4345109734
806	0.4344325078
807	0.4338981259
808	0.4337729698
809	0.4335576401
810	0.433486502
811	0.4333815151
812	0.43323774
813	0.4331474111
814	0.4330660808
815	0.4329223596
816	0.4328340293
817	0.4327494637
818	0.4327286785
819	0.4326774942
820	0.4325381026
821	0.4324215406
822	0.4322628231
823	0.4321928774
824	0.4321255551
825	0.432049279
826	0.4319525399
827	0.4318406376
828	0.431676104
829	0.4314463247
830	0.4313493579
831	0.4310824431
832	0.4310383487
833	0.4306193072
834	0.430420316
835	0.4303528474
836	0.4302687192
837	0.4301835725
838	0.4300854054
839	0.4300309589
840	0.4299084876
841	0.4298064492
842	0.4297222225
843	0.429652371
844	0.429290479
845	0.4291772228
846	0.4291145586
847	0.4290173237
848	0.4288764223
849	0.4288016207
850	0.4284288171
851	0.428334786
852	0.4280822248
853	0.4280361232
854	0.4279546653
855	0.4279275379
856	0.4277959758
857	0.4276872264
858	0.4276074328
859	0.4275307433
860	0.4274066457
861	0.4268286496
862	0.4267758825
863	0.426707247
864	0.4265686748
865	0.4264636298
866	0.4263381064
867	0.4262328475
868	0.4261214347
869	0.4259867492
870	0.4258483151
871	0.4257209948
872	0.4256311372
873	0.4255325727
874	0.4254471031
875	0.4252431585
876	0.4251653647
877	0.425097795
878	0.4250008888
879	0.4249262098
880	0.4248314365
881	0.4247776003
882	0.4246765166
883	0.4245257461
884	0.4241697426
885	0.4240520743
886	0.4239559437
887	0.4239056907
888	0.4238158118
889	0.4237387651
890	0.423636039
891	0.4235404123
892	0.423452117
893	0.4231231223
894	0.4230466272
895	0.422923607
896	0.422686386
897	0.4225416989
898	0.4224474726
899	0.4223660097
900	0.4222707308
901	0.4221892052
902	0.4220911464
903	0.4219973854
904	0.4219040428
905	0.4218069318
906	0.4217362622
907	0.4217052759
908	0.4215457432
909	0.421439881
910	0.4212255938
911	0.4211431202
912	0.4210557041
913	0.4209681878
914	0.4208797606
915	0.4207765449
916	0.4206747639
917	0.4206010048
918	0.4205425113
919	0.4204491343
920	0.4202042714
921	0.4201162165
922	0.4197414251
923	0.4196674479
924	0.4195787193
925	0.4194830768
926	0.4193786748
927	0.419308999
928	0.4191873955
929	0.4190954239
930	0.4190317391
931	0.4189510733
932	0.4189090159
933	0.4188172522
934	0.4186984516
935	0.4186386712
936	0.4186071755
937	0.4185487206
938	0.4184706798
939	0.4183652341
940	0.4183416261
941	0.4182763135
942	0.4181983887
943	0.4181012108
944	0.4180061516
945	0.4178269722
946	0.4177923267
947	0.4176998159
948	0.4175717173
949	0.4174543733
950	0.417429973
951	0.417005526
952	0.4169234055
953	0.4168495842
954	0.4167742241
955	0.4166863871
956	0.416602472
957	0.4165261612
958	0.4162644139
959	0.4161862
960	0.416088032
961	0.4160209082
962	0.4159960817
963	0.4159683094
964	0.4158962504
965	0.4158524567
966	0.4156914242
967	0.4155947797
968	0.4154985646
969	0.4154062229
970	0.4153194812
971	0.4152136272
972	0.4151462145
973	0.415114658
974	0.4146876976
975	0.4146155551
976	0.4145280232
977	0.4144365669
978	0.4143248569
979	0.4139924891
980	0.4136540633
981	0.4136177114
982	0.4135025576
983	0.4132377499
984	0.4131244718
985	0.4131153795
986	0.4129240122
987	0.412863577
988	0.4127839755
989	0.4126855123
990	0.4124867279
991	0.4124166417
992	0.4123114691
993	0.4122255932
994	0.4121553062
995	0.4120199856
996	0.4119394305
997	0.4118342311
998	0.4117651945
999	0.4117191127
