iter	Passed	Remaining
237	2755	8823
238	2763	8799
239	2773	8782
240	2781	8758
241	2789	8737
242	2798	8719
243	2807	8699
244	2815	8676
245	2823	8654
246	2833	8637
247	2842	8620
248	2852	8601
249	2860	8581
250	2869	8564
251	2877	8541
252	2886	8522
253	2893	8498
254	2902	8480
255	2910	8458
256	2920	8442
257	2927	8419
258	2939	8408
259	2949	8394
260	2957	8373
261	2967	8359
262	2976	8339
263	3000	8365
264	3008	8343
265	3016	8324
266	3024	8302
267	3033	8285
268	3041	8266
269	3050	8248
270	3060	8232
271	3069	8215
272	3077	8196
273	3086	8178
274	3097	8166
275	3108	8154
276	3119	8141
277	3129	8128
278	3138	8110
279	3147	8092
280	3154	8071
281	3164	8056
282	3174	8041
283	3184	8027
284	3192	8010
285	3201	7993
286	3211	7977
287	3219	7960
288	3228	7942
289	3237	7925
290	3244	7906
291	3255	7893
292	3263	7874
293	3271	7857
294	3280	7840
295	3288	7822
296	3298	7807
297	3305	7787
298	3313	7767
299	3321	7749
300	3330	7734
301	3338	7716
302	3347	7699
303	3355	7681
304	3365	7669
305	3374	7653
306	3390	7653
307	3400	7639
308	3408	7622
309	3417	7606
310	3425	7589
311	3434	7572
312	3442	7555
313	3452	7541
314	3460	7524
315	3467	7506
316	3475	7488
317	3483	7471
318	3492	7455
319	3501	7439
320	3509	7423
321	3517	7406
322	3525	7389
323	3533	7371
324	3541	7354
325	3548	7337
326	3556	7320
327	3566	7307
328	3574	7290
329	3583	7276
330	3592	7260
331	3600	7243
332	3608	7227
333	3616	7210
334	3624	7194
335	3632	7178
336	3640	7163
337	3648	7146
338	3658	7133
339	3668	7120
340	3679	7111
341	3688	7096
342	3697	7081
343	3705	7067
344	3714	7052
345	3722	7036
346	3730	7021
347	3740	7007
348	3747	6991
349	3757	6978
350	3765	6963
351	3774	6947
352	3782	6932
353	3791	6919
354	3800	6905
355	3809	6890
356	3816	6873
357	3824	6859
358	3832	6843
359	3841	6828
360	3848	6811
361	3857	6797
362	3864	6782
363	3874	6769
364	3885	6759
365	3894	6745
366	3902	6731
367	3911	6717
368	3920	6703
369	3928	6688
370	3937	6675
371	3946	6662
372	3957	6651
373	3966	6639
374	3977	6629
375	3986	6616
376	3996	6603
377	4006	6591
378	4016	6580
379	4025	6567
380	4034	6554
381	4043	6541
382	4053	6529
383	4063	6518
384	4074	6508
385	4085	6498
386	4095	6487
387	4106	6477
388	4115	6464
389	4124	6451
390	4133	6437
391	4143	6426
392	4154	6416
393	4163	6403
394	4172	6390
395	4181	6377
396	4190	6365
397	4199	6351
398	4206	6336
399	4214	6322
400	4224	6310
401	4233	6298
402	4241	6283
403	4251	6272
404	4259	6258
405	4272	6250
406	4280	6237
407	4288	6222
408	4297	6210
409	4305	6195
410	4314	6183
411	4322	6169
412	4331	6156
413	4339	6142
414	4349	6130
415	4356	6115
416	4365	6103
417	4374	6091
418	4384	6080
419	4394	6068
420	4402	6054
421	4410	6041
422	4418	6027
423	4427	6014
424	4436	6001
425	4445	5989
426	4453	5976
427	4463	5964
428	4474	5956
429	4485	5945
430	4494	5933
431	4502	5920
432	4512	5909
433	4521	5896
434	4531	5885
435	4540	5873
436	4550	5862
437	4560	5851
438	4570	5840
439	4581	5831
440	4592	5821
441	4601	5809
442	4610	5797
443	4618	5783
444	4628	5772
445	4637	5760
446	4648	5750
447	4657	5738
448	4667	5727
449	4678	5717
450	4694	5714
451	4703	5702
452	4712	5689
453	4721	5678
454	4731	5667
455	4741	5656
456	4750	5643
457	4759	5632
458	4768	5620
459	4777	5607
460	4785	5595
461	4795	5583
462	4804	5572
463	4812	5559
464	4822	5548
465	4830	5535
466	4839	5523
467	4847	5510
468	4857	5499
469	4865	5486
470	4877	5477
471	4887	5467
472	4896	5455
473	4907	5445
474	4916	5434
475	4925	5422
476	4934	5410
477	4942	5397
478	4952	5386
479	4960	5373
480	4969	5362
481	4977	5349
482	4988	5339
483	4997	5327
484	5006	5316
485	5015	5304
486	5023	5292
487	5033	5281
488	5044	5271
489	5055	5261
490	5064	5250
491	5073	5238
492	5085	5229
493	5094	5218
494	5104	5207
495	5113	5196
496	5122	5184
497	5131	5172
498	5139	5160
499	5147	5147
500	5155	5135
501	5164	5123
502	5172	5110
503	5181	5099
504	5190	5087
505	5199	5076
506	5208	5064
507	5216	5051
508	5227	5042
509	5239	5034
510	5253	5027
511	5262	5015
512	5271	5004
513	5281	4993
514	5289	4981
515	5300	4971
516	5309	4960
517	5318	4948
518	5326	4936
519	5335	4925
520	5345	4914
521	5355	4903
522	5367	4895
523	5375	4883
524	5384	4871
525	5392	4859
526	5401	4848
527	5410	4836
528	5418	4824
529	5426	4812
530	5437	4802
531	5450	4794
532	5466	4789
533	5486	4787
534	5499	4779
535	5514	4774
536	5528	4766
537	5539	4757
538	5548	4745
539	5559	4735
540	5568	4724
541	5579	4715
542	5588	4703
543	5598	4692
544	5609	4682
545	5618	4671
546	5627	4660
547	5637	4649
548	5647	4638
549	5656	4628
550	5665	4616
551	5677	4608
552	5687	4597
553	5700	4589
554	5711	4579
555	5722	4569
556	5731	4558
557	5740	4547
558	5750	4536
559	5760	4526
560	5770	4515
561	5780	4505
562	5791	4495
563	5800	4483
564	5811	4474
565	5822	4464
566	5830	4452
567	5856	4454
568	5865	4442
569	5876	4433
570	5886	4422
571	5894	4410
572	5903	4399
573	5911	4387
574	5922	4377
575	5931	4366
576	5941	4355
577	5950	4344
578	5960	4333
579	5970	4323
580	5979	4312
581	5988	4301
582	5997	4289
583	6006	4278
584	6018	4269
585	6028	4259
586	6039	4249
587	6051	4240
588	6061	4229
589	6072	4219
590	6082	4209
591	6092	4198
592	6103	4188
593	6114	4179
594	6133	4174
595	6154	4172
596	6167	4163
597	6179	4154
598	6194	4146
599	6205	4137
600	6218	4128
601	6228	4117
602	6239	4107
603	6249	4097
604	6260	4087
605	6269	4075
606	6280	4066
607	6290	4055
608	6300	4044
609	6309	4033
610	6319	4023
611	6330	4013
612	6340	4002
613	6349	3991
614	6357	3979
615	6366	3968
616	6376	3958
617	6385	3947
618	6394	3936
619	6403	3925
620	6414	3914
621	6425	3905
622	6435	3894
623	6445	3883
624	6454	3872
625	6467	3863
626	6479	3854
627	6490	3844
628	6502	3835
629	6516	3826
630	6526	3816
631	6537	3806
632	6550	3798
633	6563	3789
634	6574	3778
635	6585	3768
636	6597	3759
637	6608	3749
638	6618	3739
639	6629	3729
640	6637	3717
641	6648	3707
642	6659	3697
643	6668	3686
644	6680	3676
645	6689	3665
646	6699	3655
647	6709	3644
648	6718	3633
649	6728	3623
650	6737	3612
651	6748	3601
652	6758	3591
653	6766	3579
654	6776	3569
655	6784	3557
656	6793	3546
657	6804	3536
658	6813	3525
659	6821	3514
660	6829	3502
661	6837	3491
662	6846	3479
663	6855	3468
664	6864	3458
665	6873	3447
666	6882	3436
667	6891	3425
668	6900	3414
669	6910	3403
670	6920	3393
671	6928	3381
672	6937	3370
673	6944	3359
674	6954	3348
675	6963	3337
676	6974	3327
677	6983	3316
678	6991	3305
679	7000	3294
680	7010	3283
681	7021	3273
682	7033	3264
683	7043	3254
684	7053	3243
685	7062	3232
686	7072	3222
687	7082	3211
688	7090	3200
689	7098	3188
690	7106	3177
691	7115	3166
692	7123	3155
693	7132	3144
694	7140	3133
695	7149	3122
696	7158	3111
697	7166	3100
698	7175	3089
699	7184	3079
700	7192	3067
701	7201	3057
702	7210	3046
703	7219	3035
704	7226	3024
705	7235	3013
706	7243	3001
707	7252	2991
708	7260	2979
709	7269	2969
710	7277	2958
711	7286	2947
712	7296	2936
713	7304	2925
714	7312	2914
715	7320	2903
716	7328	2892
717	7338	2882
718	7347	2871
719	7359	2861
720	7368	2851
721	7378	2841
722	7390	2831
723	7398	2820
724	7409	2810
725	7420	2800
726	7429	2789
727	7439	2779
728	7448	2768
729	7458	2758
730	7468	2748
731	7478	2738
732	7488	2727
733	7496	2716
734	7507	2706
735	7515	2695
736	7525	2685
737	7535	2675
738	7543	2664
739	7552	2653
740	7560	2642
741	7571	2632
742	7581	2622
743	7591	2612
744	7601	2601
745	7609	2590
746	7619	2580
747	7627	2569
748	7637	2559
749	7644	2548
750	7654	2537
751	7663	2527
752	7673	2517
753	7685	2507
754	7693	2496
755	7703	2486
756	7713	2476
757	7723	2465
758	7733	2455
759	7741	2444
760	7751	2434
761	7759	2423
762	7769	2413
763	7778	2402
764	7789	2392
765	7798	2382
766	7806	2371
767	7816	2361
768	7824	2350
769	7836	2340
770	7845	2330
771	7854	2319
772	7864	2309
773	7872	2298
774	7883	2288
775	7894	2278
776	7903	2268
777	7913	2257
778	7921	2247
779	7930	2236
780	7938	2226
781	7947	2215
782	7958	2205
783	7967	2195
784	7978	2185
785	7989	2175
786	8000	2165
787	8012	2155
788	8021	2145
789	8034	2135
790	8045	2125
791	8054	2115
792	8065	2105
793	8076	2095
794	8084	2084
795	8095	2074
796	8105	2064
797	8116	2054
798	8128	2044
799	8137	2034
800	8148	2024
801	8157	2013
802	8166	2003
803	8177	1993
804	8185	1982
805	8197	1973
806	8206	1962
807	8215	1952
808	8225	1942
809	8235	1931
810	8246	1921
811	8256	1911
812	8266	1901
813	8276	1891
814	8284	1880
815	8294	1870
816	8304	1860
817	8315	1850
818	8325	1840
819	8333	1829
820	8343	1819
821	8353	1808
822	8363	1798
823	8373	1788
824	8381	1777
825	8392	1767
826	8400	1757
827	8411	1747
828	8421	1737
829	8430	1726
830	8441	1716
831	8450	1706
832	8462	1696
833	8471	1686
834	8480	1675
835	8492	1665
836	8501	1655
837	8511	1645
838	8524	1635
839	8533	1625
840	8543	1615
841	8552	1604
842	8562	1594
843	8572	1584
844	8582	1574
845	8592	1564
846	8602	1554
847	8611	1543
848	8622	1533
849	8631	1523
850	8641	1513
851	8653	1503
852	8662	1492
853	8673	1482
854	8683	1472
855	8692	1462
856	8702	1452
857	8711	1441
858	8723	1431
859	8734	1421
860	8742	1411
861	8753	1401
862	8761	1390
863	8771	1380
864	8783	1370
865	8792	1360
866	8803	1350
867	8813	1340
868	8823	1330
869	8834	1320
870	8842	1309
871	8852	1299
872	8862	1289
873	8871	1278
874	8883	1269
875	8892	1258
876	8903	1248
877	8913	1238
878	8922	1228
879	8931	1217
880	8941	1207
881	8951	1197
882	8959	1187
883	8971	1177
884	8981	1167
885	8991	1156
886	9003	1147
887	9014	1136
888	9022	1126
889	9033	1116
890	9041	1106
891	9053	1096
892	9062	1085
893	9071	1075
894	9080	1065
895	9089	1055
896	9099	1044
897	9106	1034
898	9116	1024
899	9125	1013
900	9134	1003
901	9144	993
902	9153	983
903	9162	973
904	9170	962
905	9181	952
906	9190	942
907	9198	932
908	9207	921
909	9215	911
910	9225	901
911	9234	891
912	9244	880
913	9252	870
914	9263	860
915	9272	850
916	9281	840
917	9291	829
918	9300	819
919	9310	809
920	9320	799
921	9330	789
922	9340	779
923	9349	769
924	9360	758
925	9370	748
926	9380	738
927	9391	728
928	9400	718
929	9411	708
930	9422	698
931	9431	688
932	9442	678
933	9450	667
934	9462	657
935	9472	647
936	9481	637
937	9491	627
938	9500	617
939	9511	607
940	9521	597
941	9529	586
942	9539	576
943	9549	566
944	9560	556
945	9571	546
946	9580	536
947	9592	526
948	9601	515
949	9611	505
950	9621	495
951	9630	485
952	9641	475
953	9651	465
954	9661	455
955	9672	445
956	9681	435
957	9691	424
958	9702	414
959	9711	404
960	9723	394
961	9734	384
962	9743	374
963	9753	364
964	9761	354
965	9772	343
966	9783	333
967	9793	323
968	9803	313
969	9811	303
970	9821	293
971	9831	283
972	9841	273
973	9852	262
974	9861	252
975	9872	242
976	9883	232
977	9893	222
978	9903	212
979	9912	202
980	9921	192
981	9930	182
982	9939	171
983	9949	161
984	9960	151
985	9970	141
986	9981	131
987	9990	121
988	9999	111
989	10009	101
990	10019	90
991	10027	80
992	10037	70
993	10046	60
994	10055	50
995	10065	40
996	10075	30
997	10085	20
998	10095	10
999	10105	0
