iter	Passed	Remaining
168	11704	126810
169	11785	126863
170	11860	126862
171	11938	126877
172	12023	126972
173	12107	127055
174	12183	127052
175	12263	127092
176	12342	127122
177	12415	127081
178	12492	127084
179	12576	127159
180	12657	127206
181	12728	127150
182	12803	127122
183	12878	127102
184	12954	127093
185	13033	127115
186	13107	127074
187	13180	127034
188	13251	126976
189	13321	126900
190	13385	126778
191	13452	126675
192	13519	126574
193	13587	126487
194	13660	126446
195	13726	126340
196	13792	126231
197	13858	126128
198	13930	126076
199	14005	126053
200	14091	126123
201	14172	126151
202	14252	126163
203	14338	126237
204	14420	126267
205	14498	126259
206	14577	126263
207	14662	126321
208	14740	126315
209	14820	126328
210	14897	126308
211	14976	126308
212	15068	126417
213	15147	126415
214	15231	126453
215	15321	126546
216	15396	126507
217	15473	126486
218	15564	126577
219	15646	126598
220	15724	126575
221	15797	126526
222	15873	126493
223	15946	126435
224	16017	126357
225	16089	126293
226	16163	126248
227	16234	126174
228	16307	126117
229	16374	126013
230	16444	125933
231	16512	125835
232	16582	125756
233	16652	125675
234	16722	125593
235	16791	125506
236	16857	125396
237	16926	125316
238	16996	125235
239	17060	125112
240	17129	125020
241	17194	124906
242	17262	124812
243	17328	124709
244	17394	124602
245	17465	124533
246	17533	124441
247	17604	124369
248	17674	124287
249	17749	124244
250	17831	124252
251	17912	124247
252	17995	124259
253	18088	124337
254	18173	124360
255	18266	124439
256	18346	124431
257	18426	124414
258	18503	124379
259	18584	124375
260	18684	124490
261	18789	124639
262	18874	124659
263	18959	124671
264	19037	124640
265	19111	124584
266	19201	124631
267	19282	124614
268	19357	124562
269	19427	124477
270	19505	124448
271	19578	124381
272	19654	124331
273	19726	124263
274	19796	124176
275	19860	124055
276	19926	123946
277	19996	123861
278	20062	123757
279	20130	123660
280	20197	123557
281	20264	123456
282	20332	123360
283	20398	123251
284	20466	123156
285	20534	123063
286	20608	123005
287	20682	122943
288	20744	122817
289	20813	122725
290	20886	122660
291	20956	122579
292	21025	122491
293	21090	122383
294	21155	122272
295	21220	122160
296	21288	122068
297	21352	121954
298	21418	121849
299	21487	121761
300	21551	121649
301	21622	121574
302	21691	121485
303	21760	121399
304	21833	121334
305	21901	121243
306	21970	121157
307	22044	121104
308	22119	121050
309	22191	120979
310	22262	120902
311	22329	120806
312	22396	120709
313	22468	120640
314	22544	120594
315	22614	120513
316	22688	120458
317	22770	120441
318	22853	120430
319	22933	120403
320	23014	120376
321	23086	120306
322	23160	120248
323	23237	120205
324	23312	120146
325	23392	120121
326	23472	120092
327	23536	119978
328	23610	119916
329	23677	119823
330	23744	119726
331	23817	119659
332	23889	119588
333	23962	119524
334	24041	119488
335	24108	119395
336	24173	119289
337	24238	119185
338	24311	119120
339	24389	119078
340	24459	118998
341	24529	118919
342	24601	118848
343	24676	118791
344	24748	118720
345	24819	118644
346	24888	118561
347	24963	118506
348	25034	118429
349	25100	118329
350	25162	118214
351	25229	118118
352	25295	118020
353	25358	117910
354	25428	117832
355	25493	117728
356	25560	117635
357	25627	117545
358	25700	117479
359	25766	117382
360	25831	117281
361	25900	117194
362	25963	117087
363	26033	117009
364	26101	116919
365	26168	116828
366	26240	116760
367	26313	116693
368	26386	116630
369	26458	116558
370	26530	116490
371	26600	116412
372	26668	116326
373	26742	116264
374	26811	116184
375	26883	116114
376	26956	116050
377	27026	115968
378	27084	115842
379	27148	115739
380	27211	115630
381	27276	115530
382	27334	115403
383	27399	115304
384	27463	115203
385	27531	115118
386	27603	115050
387	27675	114980
388	27740	114882
389	27811	114810
390	27881	114736
391	27960	114695
392	28026	114600
393	28090	114501
394	28158	114414
395	28223	114319
396	28292	114240
397	28356	114137
398	28416	114022
399	28479	113917
400	28539	113803
401	28603	113704
402	28671	113618
403	28732	113507
404	28795	113403
405	28854	113284
406	28917	113182
407	28981	113083
408	29044	112982
409	29104	112868
410	29165	112758
411	29226	112649
412	29288	112544
413	29347	112428
414	29407	112316
415	29468	112208
416	29528	112094
417	29600	112029
418	29671	111956
419	29737	111868
420	29800	111768
421	29861	111662
422	29926	111569
423	29991	111477
424	30050	111364
425	30124	111306
426	30188	111209
427	30252	111114
428	30311	111001
429	30375	110907
430	30438	110805
431	30497	110692
432	30560	110596
433	30630	110525
434	30698	110443
435	30770	110378
436	30837	110293
437	30907	110221
438	30974	110139
439	31046	110072
440	31125	110032
441	31195	109961
442	31270	109904
443	31348	109862
444	31418	109787
445	31486	109707
446	31557	109639
447	31626	109564
448	31689	109467
449	31763	109408
450	31831	109327
451	31894	109230
452	31959	109141
453	32022	109044
454	32086	108952
455	32147	108850
456	32216	108774
457	32281	108687
458	32349	108607
459	32420	108537
460	32492	108472
461	32567	108419
462	32641	108358
463	32731	108354
464	32809	108306
465	32881	108239
466	32944	108145
467	33009	108055
468	33083	107998
469	33148	107910
470	33218	107835
471	33285	107755
472	33371	107733
473	33442	107665
474	33509	107582
475	33578	107506
476	33648	107436
477	33714	107349
478	33780	107264
479	33850	107191
480	33913	107099
481	33976	107004
482	34039	106910
483	34098	106803
484	34158	106702
485	34217	106595
486	34279	106498
487	34347	106419
488	34409	106325
489	34470	106224
490	34532	106130
491	34602	106058
492	34670	105981
493	34729	105875
494	34794	105790
495	34856	105694
496	34920	105603
497	34985	105519
498	35049	105429
499	35116	105348
500	35177	105253
501	35242	105165
502	35302	105066
503	35371	104991
504	35436	104906
505	35501	104821
506	35573	104755
507	35644	104688
508	35702	104582
509	35763	104484
510	35828	104401
511	35888	104300
512	35953	104214
513	36010	104108
514	36075	104022
515	36133	103919
516	36200	103840
517	36259	103739
518	36322	103649
519	36382	103550
520	36443	103453
521	36506	103365
522	36568	103271
523	36640	103208
524	36704	103121
525	36769	103037
526	36835	102956
527	36898	102867
528	36959	102774
529	37020	102679
530	37087	102602
531	37153	102521
532	37222	102448
533	37290	102374
534	37354	102287
535	37414	102191
536	37486	102127
537	37549	102039
538	37615	101960
539	37683	101886
540	37748	101802
541	37814	101722
542	37881	101644
543	37946	101561
544	38008	101471
545	38067	101373
546	38127	101277
547	38186	101179
548	38249	101092
549	38311	101002
550	38370	100904
551	38430	100810
552	38488	100709
553	38552	100625
554	38617	100545
555	38685	100469
556	38748	100384
557	38818	100315
558	38881	100230
559	38941	100135
560	39009	100062
561	39068	99964
562	39128	99872
563	39193	99790
564	39255	99702
565	39315	99607
566	39380	99528
567	39445	99446
568	39516	99382
569	39588	99318
570	39653	99236
571	39714	99148
572	39779	99066
573	39839	98973
574	39906	98898
575	39970	98816
576	40034	98732
577	40099	98652
578	40160	98562
579	40223	98479
580	40287	98396
581	40354	98320
582	40417	98236
583	40479	98149
584	40548	98079
585	40614	98001
586	40681	97926
587	40751	97859
588	40818	97783
589	40883	97705
590	40948	97624
591	41020	97561
592	41092	97498
593	41163	97435
594	41186	97254
595	41246	97165
596	41280	97012
597	41341	96923
598	41402	96836
599	41463	96749
600	41528	96668
601	41595	96594
602	41658	96513
603	41725	96439
604	41790	96361
605	41860	96293
606	41931	96227
607	41999	96156
608	42063	96075
609	42128	95997
610	42193	95918
611	42266	95858
612	42338	95796
613	42406	95725
614	42473	95652
615	42543	95584
616	42612	95515
617	42676	95434
618	42743	95362
619	42813	95295
620	42885	95231
621	42950	95154
622	43019	95084
623	43084	95007
624	43152	94934
625	43213	94849
626	43275	94765
627	43337	94679
628	43396	94588
629	43456	94500
630	43522	94425
631	43589	94351
632	43653	94272
633	43718	94194
634	43781	94113
635	43843	94028
636	43905	93944
637	43973	93875
638	44033	93786
639	44094	93701
640	44159	93622
641	44216	93530
642	44279	93449
643	44340	93363
644	44402	93279
645	44461	93189
646	44527	93115
647	44597	93049
648	44665	92978
649	44734	92909
650	44807	92849
651	44875	92779
652	44940	92703
653	45006	92627
654	45065	92538
655	45126	92454
656	45191	92377
657	45254	92298
658	45322	92226
659	45388	92151
660	45457	92083
661	45532	92027
662	45599	91955
663	45663	91877
664	45727	91799
665	45787	91712
666	45850	91631
667	45908	91542
668	45968	91456
669	46033	91379
670	46092	91292
671	46153	91208
672	46217	91129
673	46279	91048
674	46345	90974
675	46402	90883
676	46465	90803
677	46531	90729
678	46595	90652
679	46662	90579
680	46725	90500
681	46787	90419
682	46846	90332
683	46912	90257
684	46974	90177
685	47036	90096
686	47099	90016
687	47157	89928
688	47218	89846
689	47282	89768
690	47341	89681
691	47401	89597
692	47466	89521
693	47529	89443
694	47596	89372
695	47663	89301
696	47727	89224
697	47788	89141
698	47853	89066
699	47915	88986
700	47975	88902
701	48038	88823
702	48099	88740
703	48168	88674
704	48235	88602
705	48305	88536
706	48373	88467
707	48433	88383
708	48490	88294
709	48557	88223
710	48612	88132
711	48677	88056
712	48738	87975
713	48802	87898
714	48857	87806
715	48915	87719
716	48976	87639
717	49038	87558
718	49099	87476
719	49160	87396
720	49220	87313
721	49283	87236
722	49343	87152
723	49404	87072
724	49465	86991
725	49528	86913
726	49590	86835
727	49656	86762
728	49725	86694
729	49790	86622
730	49852	86543
731	49916	86467
732	49979	86389
733	50039	86307
734	50099	86225
735	50159	86144
736	50217	86058
737	50282	85984
738	50342	85902
739	50404	85824
740	50463	85740
741	50528	85666
742	50599	85604
743	50664	85530
744	50729	85457
745	50791	85378
746	50850	85296
747	50921	85232
748	50984	85155
749	51044	85073
750	51106	84996
751	51168	84917
752	51236	84849
753	51303	84780
754	51370	84709
755	51440	84645
756	51502	84567
757	51571	84500
758	51638	84431
759	51700	84353
760	51759	84270
761	51820	84190
762	51883	84114
763	51951	84047
764	52016	83975
765	52088	83913
766	52160	83851
767	52223	83775
768	52283	83694
769	52346	83618
770	52407	83538
771	52474	83470
772	52537	83393
773	52604	83323
774	52666	83247
775	52728	83170
776	52790	83092
777	52852	83015
778	52914	82937
779	52974	82857
780	53036	82780
781	53101	82707
782	53163	82631
783	53223	82550
784	53286	82475
785	53347	82396
786	53404	82312
787	53467	82237
788	53536	82171
789	53598	82093
790	53663	82021
791	53729	81950
792	53791	81873
793	53852	81796
794	53913	81717
795	53976	81642
796	54041	81570
797	54100	81489
798	54163	81414
799	54228	81342
800	54293	81271
801	54352	81190
802	54415	81115
803	54481	81044
804	54552	80981
805	54618	80910
806	54682	80837
807	54740	80756
808	54805	80683
809	54869	80610
810	54929	80532
811	54991	80455
812	55055	80382
813	55120	80310
814	55188	80243
815	55250	80166
816	55312	80091
817	55373	80014
818	55443	79950
819	55511	79882
820	55579	79815
821	55647	79747
822	55709	79671
823	55770	79594
824	55833	79520
825	55896	79446
826	55960	79373
827	56025	79301
828	56092	79233
829	56164	79171
830	56231	79103
831	56300	79037
832	56370	78973
833	56440	78908
834	56505	78836
835	56566	78760
836	56627	78683
837	56685	78601
838	56749	78529
839	56813	78456
840	56875	78380
841	56935	78303
842	56993	78222
843	57053	78144
844	57113	78065
845	57173	77988
846	57233	77910
847	57296	77836
848	57357	77760
849	57415	77680
850	57480	77608
851	57550	77544
852	57610	77466
853	57675	77396
854	57737	77320
855	57792	77236
856	57863	77173
857	57923	77096
858	57983	77019
859	58045	76943
860	58103	76864
861	58164	76788
862	58223	76709
863	58293	76644
864	58349	76562
865	58416	76494
866	58482	76424
867	58552	76361
868	58617	76290
869	58682	76219
870	58747	76149
871	58813	76079
872	58872	76001
873	58933	75925
874	58991	75846
875	59052	75770
876	59116	75698
877	59178	75625
878	59239	75549
879	59301	75474
880	59364	75401
881	59427	75328
882	59490	75255
883	59553	75182
884	59616	75110
885	59675	75032
886	59738	74959
887	59797	74882
888	59867	74817
889	59926	74739
890	59993	74672
891	60060	74603
892	60120	74527
893	60187	74459
894	60250	74387
895	60312	74313
896	60375	74240
897	60439	74170
898	60507	74103
899	60573	74034
900	60638	73964
901	60699	73889
902	60766	73821
903	60832	73752
904	60902	73688
905	60967	73618
906	61034	73550
907	61099	73481
908	61160	73406
909	61223	73333
910	61289	73264
911	61348	73188
912	61410	73114
913	61477	73046
914	61547	72982
915	61613	72914
916	61681	72847
917	61755	72787
918	61825	72724
919	61896	72661
920	61967	72597
921	62030	72525
922	62091	72451
923	62150	72374
924	62216	72305
925	62277	72231
926	62346	72165
927	62404	72088
928	62470	72019
929	62533	71947
930	62599	71878
931	62664	71809
932	62734	71744
933	62793	71668
934	62857	71596
935	62915	71519
936	62982	71451
937	63038	71372
938	63104	71303
939	63164	71228
940	63229	71157
941	63292	71086
942	63354	71013
943	63416	70940
944	63480	70869
945	63543	70797
946	63610	70730
947	63672	70657
948	63740	70590
949	63802	70518
950	63861	70442
951	63924	70370
952	63986	70297
953	64045	70221
954	64106	70148
955	64166	70073
956	64227	69999
957	64288	69925
958	64350	69852
959	64414	69782
960	64475	69709
961	64545	69644
962	64607	69572
963	64673	69503
964	64740	69436
965	64809	69371
966	64873	69301
967	64935	69228
968	64998	69157
969	65055	69079
970	65116	69005
971	65183	68939
972	65248	68870
973	65309	68796
974	65375	68728
975	65436	68654
976	65506	68590
977	65570	68520
978	65640	68456
979	65708	68390
980	65769	68316
981	65828	68241
982	65891	68171
983	65952	68097
984	66016	68026
985	66079	67956
986	66137	67879
987	66200	67809
988	66261	67735
989	66321	67661
990	66386	67591
991	66450	67522
992	66522	67460
993	66589	67393
994	66656	67326
995	66718	67253
996	66779	67181
997	66842	67109
998	66907	67041
999	66971	66971
1000	67037	66903
1001	67099	66831
1002	67163	66761
1003	67220	66685
1004	67287	66617
1005	67346	66542
1006	67407	66470
1007	67474	66403
1008	67539	66335
1009	67605	66266
1010	67674	66202
1011	67745	66138
1012	67805	66065
1013	67871	65997
1014	67936	65928
1015	67997	65856
1016	68059	65784
1017	68118	65709
1018	68182	65639
1019	68242	65566
1020	68304	65495
1021	68363	65420
1022	68430	65353
1023	68499	65288
1024	68573	65228
1025	68643	65164
1026	68707	65094
1027	68779	65033
1028	68841	64960
1029	68905	64891
1030	68962	64815
1031	69025	64744
1032	69091	64677
1033	69149	64602
1034	69214	64533
1035	69280	64465
1036	69342	64394
1037	69409	64327
1038	69472	64257
1039	69541	64192
1040	69612	64128
1041	69681	64064
1042	69750	63999
1043	69814	63929
1044	69875	63857
1045	69943	63791
1046	70004	63719
1047	70069	63650
1048	70134	63582
1049	70202	63516
1050	70267	63447
1051	70329	63377
1052	70395	63308
1053	70465	63245
1054	70535	63181
1055	70608	63119
1056	70676	63053
1057	70744	62988
1058	70812	62921
1059	70881	62857
1060	70948	62790
1061	71014	62722
1062	71091	62665
1063	71157	62597
1064	71224	62530
1065	71290	62462
1066	71356	62394
1067	71423	62328
1068	71495	62265
1069	71564	62200
1070	71631	62134
1071	71698	62067
1072	71766	62001
1073	71840	61940
1074	71901	61868
1075	71964	61798
1076	72027	61728
1077	72090	61658
1078	72157	61591
1079	72219	61520
1080	72291	61458
1081	72365	61397
1082	72431	61329
1083	72501	61265
1084	72571	61201
1085	72639	61134
1086	72705	61066
1087	72768	60996
1088	72829	60925
1089	72892	60854
1090	72955	60784
1091	73015	60712
1092	73076	60640
1093	73141	60572
1094	73205	60503
1095	73269	60433
1096	73332	60363
1097	73398	60296
1098	73463	60228
1099	73530	60161
1100	73598	60095
1101	73667	60030
1102	73732	59961
1103	73798	59894
1104	73868	59829
1105	73937	59765
1106	74008	59701
1107	74080	59638
1108	74142	59568
1109	74202	59495
1110	74260	59421
1111	74320	59349
1112	74384	59280
1113	74448	59211
1114	74512	59142
1115	74574	59071
1116	74635	59000
1117	74695	58928
1118	74760	58859
1119	74822	58789
1120	74885	58719
1121	74947	58649
1122	75002	58573
1123	75067	58504
1124	75127	58432
1125	75185	58359
1126	75248	58289
1127	75310	58219
1128	75377	58152
1129	75441	58083
1130	75505	58014
1131	75562	57940
1132	75633	57876
1133	75699	57809
1134	75765	57742
1135	75833	57676
1136	75895	57605
1137	75956	57534
1138	76017	57463
1139	76080	57393
1140	76141	57322
1141	76201	57251
1142	76260	57178
1143	76329	57113
1144	76389	57042
1145	76453	56973
1146	76518	56905
1147	76583	56837
1148	76647	56768
1149	76702	56693
1150	76764	56622
1151	76825	56551
1152	76882	56477
1153	76945	56408
1154	77004	56336
1155	77067	56267
1156	77124	56193
1157	77185	56122
1158	77247	56052
1159	77308	55981
1160	77373	55914
1161	77439	55847
1162	77497	55774
1163	77566	55709
1164	77630	55640
1165	77694	55572
1166	77755	55501
1167	77816	55430
1168	77882	55363
1169	77942	55292
1170	78003	55221
1171	78062	55149
1172	78124	55080
1173	78182	55007
1174	78242	54936
1175	78310	54870
1176	78369	54798
1177	78433	54730
1178	78493	54659
1179	78559	54592
1180	78624	54524
1181	78685	54454
1182	78754	54389
1183	78815	54318
1184	78881	54252
1185	78946	54184
1186	79005	54112
1187	79068	54043
1188	79135	53977
1189	79200	53909
1190	79264	53841
1191	79325	53770
1192	79390	53703
1193	79455	53636
1194	79516	53565
1195	79582	53498
1196	79640	53426
1197	79700	53355
1198	79763	53286
1199	79825	53216
1200	79887	53147
1201	79947	53076
1202	80010	53007
1203	80066	52934
1204	80133	52868
1205	80194	52798
1206	80254	52727
1207	80313	52656
1208	80375	52586
1209	80445	52522
1210	80510	52454
1211	80576	52388
1212	80635	52316
1213	80697	52247
1214	80758	52177
1215	80823	52109
1216	80885	52040
1217	80948	51971
1218	81011	51903
1219	81068	51830
1220	81131	51762
1221	81193	51692
1222	81262	51628
1223	81332	51563
1224	81401	51499
1225	81471	51434
1226	81541	51370
1227	81603	51301
1228	81669	51234
1229	81732	51165
1230	81798	51099
1231	81861	51030
1232	81929	50964
1233	81999	50900
1234	82076	50840
1235	82143	50774
1236	82212	50710
1237	82276	50641
1238	82339	50573
1239	82403	50505
1240	82474	50441
1241	82540	50375
1242	82602	50306
1243	82671	50240
1244	82735	50172
1245	82835	50126
1246	82922	50072
1247	83000	50012
1248	83066	49946
1249	83135	49881
1250	83206	49817
1251	83278	49754
1252	83349	49690
1253	83415	49623
1254	83477	49554
1255	83545	49488
1256	83607	49419
1257	83668	49349
1258	83733	49282
1259	83804	49218
1260	83867	49149
1261	83934	49083
1262	83997	49015
1263	84061	48946
1264	84121	48876
1265	84186	48809
1266	84247	48739
1267	84309	48670
1268	84383	48608
1269	84453	48544
1270	84525	48480
1271	84599	48418
1272	84674	48356
1273	84750	48295
1274	84828	48235
1275	84909	48177
1276	84979	48113
1277	85041	48043
1278	85102	47974
1279	85168	47907
1280	85231	47838
1281	85291	47768
1282	85352	47698
1283	85419	47632
1284	85483	47564
1285	85545	47495
1286	85609	47428
1287	85673	47359
1288	85731	47288
1289	85800	47223
1290	85860	47153
1291	85925	47086
1292	85985	47015
1293	86046	46946
1294	86116	46882
1295	86180	46814
1296	86247	46747
1297	86309	46678
1298	86375	46612
1299	86444	46546
1300	86512	46481
1301	86576	46413
1302	86646	46348
1303	86712	46282
1304	86778	46215
1305	86845	46148
1306	86907	46080
1307	86970	46011
1308	87035	45944
1309	87097	45875
1310	87165	45810
1311	87231	45743
1312	87301	45678
1313	87364	45610
1314	87434	45545
1315	87511	45484
1316	87598	45428
1317	87672	45366
1318	87751	45305
1319	87835	45248
1320	87917	45189
1321	87983	45123
1322	88054	45058
1323	88121	44992
1324	88178	44920
1325	88241	44852
1326	88305	44784
1327	88371	44718
1328	88448	44656
1329	88532	44599
1330	88619	44542
1331	88704	44485
1332	88786	44426
1333	88859	44363
1334	88932	44299
1335	89010	44238
1336	89084	44175
1337	89161	44114
1338	89235	44051
1339	89297	43982
1340	89367	43917
1341	89442	43854
1342	89504	43785
1343	89569	43718
1344	89632	43650
1345	89697	43582
1346	89770	43518
1347	89831	43449
1348	89893	43380
1349	89957	43312
1350	90020	43244
1351	90088	43178
1352	90153	43110
1353	90214	43041
1354	90274	42971
1355	90342	42905
1356	90427	42847
1357	90505	42786
1358	90580	42724
1359	90656	42661
1360	90737	42602
1361	90821	42543
1362	90901	42482
1363	90984	42423
1364	91090	42375
1365	91174	42316
1366	91266	42261
1367	91350	42202
1368	91424	42139
1369	91505	42079
1370	91577	42014
1371	91649	41950
1372	91721	41885
1373	91787	41818
1374	91850	41750
1375	91918	41683
1376	91984	41616
1377	92049	41549
1378	92110	41479
1379	92175	41412
1380	92233	41341
1381	92292	41271
1382	92366	41207
1383	92439	41143
1384	92509	41078
1385	92583	41014
1386	92657	40950
1387	92724	40884
1388	92788	40816
1389	92856	40750
1390	92918	40681
1391	92981	40612
1392	93041	40542
1393	93098	40472
1394	93159	40402
1395	93221	40333
1396	93282	40264
1397	93342	40194
1398	93409	40128
1399	93480	40063
1400	93542	39994
1401	93605	39925
1402	93666	39856
1403	93732	39789
1404	93793	39720
1405	93851	39649
1406	93914	39581
1407	93976	39512
1408	94040	39444
1409	94109	39379
1410	94183	39315
1411	94257	39251
1412	94344	39193
1413	94417	39129
1414	94491	39065
1415	94562	39000
1416	94636	38936
1417	94708	38872
1418	94780	38807
1419	94853	38742
1420	94926	38678
1421	95003	38615
1422	95073	38550
1423	95141	38484
1424	95213	38419
1425	95279	38352
1426	95351	38287
1427	95424	38223
1428	95489	38155
1429	95558	38089
1430	95618	38020
1431	95676	37949
1432	95745	37884
1433	95819	37819
1434	95891	37755
1435	95972	37694
1436	96045	37629
1437	96117	37564
1438	96184	37497
1439	96255	37432
1440	96321	37365
1441	96384	37297
1442	96446	37228
1443	96508	37159
1444	96569	37090
1445	96629	37021
1446	96692	36952
1447	96753	36883
1448	96822	36818
1449	96881	36748
1450	96943	36679
1451	97008	36611
1452	97072	36544
1453	97135	36475
1454	97193	36405
1455	97259	36338
1456	97324	36271
1457	97397	36206
1458	97466	36140
1459	97533	36074
1460	97601	36007
1461	97665	35939
1462	97734	35873
1463	97803	35807
1464	97873	35742
1465	97940	35675
1466	98010	35609
1467	98077	35543
1468	98134	35472
1469	98193	35403
1470	98255	35334
1471	98316	35265
1472	98380	35197
1473	98444	35130
1474	98507	35062
1475	98568	34993
1476	98629	34924
1477	98692	34856
1478	98755	34788
1479	98826	34722
1480	98895	34656
1481	98965	34591
1482	99035	34525
1483	99094	34456
1484	99157	34388
1485	99222	34320
1486	99288	34253
1487	99349	34184
1488	99413	34117
1489	99478	34049
1490	99537	33980
1491	99601	33912
1492	99665	33844
1493	99726	33776
1494	99788	33707
1495	99849	33638
1496	99911	33570
1497	99975	33503
1498	100036	33434
1499	100099	33366
1500	100162	33298
1501	100223	33229
1502	100289	33163
1503	100360	33097
1504	100420	33028
1505	100489	32962
1506	100554	32895
1507	100623	32829
1508	100690	32762
1509	100754	32695
1510	100816	32626
1511	100882	32560
1512	100948	32493
1513	101019	32427
1514	101080	32359
1515	101143	32291
1516	101204	32222
1517	101264	32153
1518	101326	32085
1519	101388	32017
1520	101454	31950
1521	101515	31882
1522	101577	31813
1523	101636	31744
1524	101694	31675
1525	101753	31606
1526	101811	31536
1527	101873	31468
1528	101939	31401
1529	102005	31335
1530	102065	31266
1531	102126	31198
1532	102196	31132
1533	102258	31064
1534	102323	30996
1535	102388	30929
1536	102450	30861
1537	102514	30794
1538	102571	30724
1539	102632	30656
1540	102694	30588
1541	102760	30521
1542	102819	30452
1543	102883	30385
1544	102948	30318
1545	103009	30249
1546	103069	30181
1547	103130	30112
1548	103193	30045
1549	103253	29976
1550	103318	29909
1551	103388	29844
1552	103454	29777
1553	103521	29710
1554	103588	29644
1555	103650	29576
1556	103718	29510
1557	103781	29442
1558	103845	29375
1559	103907	29307
1560	103966	29238
1561	104029	29170
1562	104090	29102
1563	104160	29037
1564	104221	28968
1565	104280	28900
1566	104345	28833
1567	104406	28765
1568	104467	28697
1569	104525	28628
1570	104587	28560
1571	104647	28491
1572	104709	28423
1573	104774	28357
1574	104839	28289
1575	104902	28222
1576	104960	28153
1577	105022	28085
1578	105087	28018
1579	105144	27949
1580	105210	27883
1581	105275	27816
1582	105343	27750
1583	105417	27685
1584	105489	27620
1585	105560	27554
1586	105632	27489
1587	105701	27423
1588	105771	27358
1589	105841	27292
1590	105915	27227
1591	105982	27161
1592	106048	27094
1593	106113	27027
1594	106175	26959
1595	106243	26893
1596	106307	26826
1597	106373	26759
1598	106438	26692
1599	106497	26624
1600	106558	26556
1601	106619	26488
1602	106685	26421
1603	106747	26354
1604	106818	26288
1605	106888	26223
1606	106962	26158
1607	107032	26092
1608	107103	26026
1609	107171	25960
1610	107236	25893
1611	107300	25826
1612	107368	25760
1613	107436	25694
1614	107500	25627
1615	107569	25560
1616	107637	25494
1617	107709	25429
1618	107791	25366
1619	107869	25302
1620	107940	25237
1621	108016	25172
1622	108081	25105
1623	108150	25039
1624	108223	24974
1625	108290	24908
1626	108365	24843
1627	108434	24777
1628	108507	24712
1629	108581	24647
1630	108651	24581
1631	108723	24516
1632	108796	24450
1633	108865	24384
1634	108933	24318
1635	109002	24252
1636	109065	24184
1637	109132	24118
1638	109195	24050
1639	109262	23984
1640	109329	23917
1641	109390	23850
1642	109452	23782
1643	109520	23716
1644	109585	23649
1645	109650	23582
1646	109716	23515
1647	109784	23449
1648	109860	23384
1649	109935	23319
1650	110011	23254
1651	110089	23190
1652	110161	23125
1653	110230	23059
1654	110301	22993
1655	110376	22928
1656	110452	22863
1657	110528	22799
1658	110603	22734
1659	110677	22668
1660	110748	22603
1661	110819	22537
1662	110887	22470
1663	110957	22404
1664	111034	22340
