iter	RMSE
148	0.6318162822
149	0.6314039125
150	0.6311027858
151	0.630752454
152	0.630058958
153	0.629744169
154	0.6291995361
155	0.6287120601
156	0.6284328335
157	0.628199674
158	0.6281008173
159	0.6277809042
160	0.6273648248
161	0.6271960569
162	0.6266671997
163	0.6263081503
164	0.6259517555
165	0.6254458169
166	0.6250964393
167	0.6247163141
168	0.6241913206
169	0.6239909693
170	0.6236947878
171	0.6233596003
172	0.6228785693
173	0.6226223923
174	0.6223266992
175	0.6221467844
176	0.6215416073
177	0.6209088041
178	0.6206115839
179	0.6203958669
180	0.6201650976
181	0.6199671433
182	0.6195501682
183	0.6192235604
184	0.6189364807
185	0.6182087423
186	0.6179659453
187	0.6178248555
188	0.6177411751
189	0.6174989785
190	0.6170231854
191	0.61689408
192	0.6166035452
193	0.6162926947
194	0.6157761643
195	0.615495208
196	0.6150430654
197	0.6148067971
198	0.6144667166
199	0.614224459
200	0.6138734759
201	0.613605759
202	0.613349779
203	0.6130406282
204	0.6127430121
205	0.6126328928
206	0.6124688676
207	0.6122699451
208	0.6122381482
209	0.6118364458
210	0.6115187761
211	0.6112906103
212	0.6110746693
213	0.6108241171
214	0.6106729209
215	0.6105656062
216	0.6101476825
217	0.6098012494
218	0.6096412611
219	0.6094543196
220	0.6092706734
221	0.6090346825
222	0.6088661883
223	0.608425591
224	0.608272423
225	0.6078282207
226	0.6075892207
227	0.6073915181
228	0.6070827574
229	0.6070235366
230	0.6066269739
231	0.6061762421
232	0.6057875094
233	0.6055216549
234	0.6048187397
235	0.6046870322
236	0.6046333608
237	0.6044937729
238	0.6043565318
239	0.6041493564
240	0.6038121433
241	0.6037463198
242	0.6033399202
243	0.6031895584
244	0.6030754049
245	0.6029599849
246	0.6024710949
247	0.6023532095
248	0.6019590206
249	0.6018417173
250	0.6016260248
251	0.6013461756
252	0.6007458612
253	0.6005685763
254	0.6003485313
255	0.6000651367
256	0.5999771063
257	0.5998134192
258	0.5995700926
259	0.5994399073
260	0.5991701301
261	0.5988882939
262	0.5987588641
263	0.5985720757
264	0.5984170164
265	0.5982388822
266	0.5980904227
267	0.5979407549
268	0.5975526501
269	0.5973731572
270	0.5971731821
271	0.5969996311
272	0.5967920009
273	0.5965715996
274	0.596389387
275	0.5962749
276	0.5959305567
277	0.5958571733
278	0.5956603699
279	0.5951662336
280	0.5949790936
281	0.5948247531
282	0.5947933185
283	0.5943392675
284	0.5938969952
285	0.5937251537
286	0.5936090528
287	0.5932659036
288	0.5931208955
289	0.592905502
290	0.5926862068
291	0.5923097862
292	0.5920656813
293	0.5918845196
294	0.5917505365
295	0.5916878317
296	0.5915547528
297	0.5913402424
298	0.5911778848
299	0.5911148968
300	0.5909349215
301	0.5906786692
302	0.5903015998
303	0.5902347344
304	0.5901042426
305	0.5899251486
306	0.5897211315
307	0.5896055704
308	0.5893911695
309	0.589270592
310	0.5891086983
311	0.5888981714
312	0.5887217562
313	0.5885338303
314	0.5883641633
315	0.5881583456
316	0.5880762425
317	0.5878700931
318	0.5876169713
319	0.5875572511
320	0.5874009989
321	0.5871187225
322	0.586944154
323	0.5867459461
324	0.5866586735
325	0.5865272181
326	0.5862977789
327	0.5860443447
328	0.5857033653
329	0.5856483795
330	0.5854542663
331	0.5853669326
332	0.5852645112
333	0.5851083354
334	0.5848606061
335	0.5847280156
336	0.5846640439
337	0.5845372307
338	0.5844483949
339	0.5843035155
340	0.5842279281
341	0.5840089495
342	0.5836504062
343	0.5835258896
344	0.5832892947
345	0.5831373172
346	0.5829626904
347	0.5827876734
348	0.5826231992
349	0.5824610141
350	0.5823145567
351	0.5822953555
352	0.582153808
353	0.5819202119
354	0.5817786857
355	0.5816127147
356	0.5814971472
357	0.5812783544
358	0.5811730218
359	0.5809757842
360	0.5806922687
361	0.5806273621
362	0.5805262934
363	0.5803170888
364	0.5802884322
365	0.5802487738
366	0.5800284982
367	0.5797792735
368	0.5796414242
369	0.5794685802
370	0.5793477593
371	0.5792799037
372	0.5791338132
373	0.5790185879
374	0.5787507303
375	0.5787351223
376	0.5787148821
377	0.5785690109
378	0.578555335
379	0.5783723799
380	0.57826064
381	0.5781372849
382	0.5779554369
383	0.5778616236
384	0.5777768035
385	0.5775870201
386	0.5774687505
387	0.5774336575
388	0.5771519571
389	0.577001713
390	0.576916797
391	0.5766473003
392	0.5764985337
393	0.5764205151
394	0.5762993445
395	0.5760780184
396	0.5759893273
397	0.5759719896
398	0.5757552194
399	0.5755925835
400	0.5755152743
401	0.5753767271
402	0.5751382828
403	0.574905381
404	0.574769146
405	0.5746167954
406	0.574446062
407	0.5743038316
408	0.5741611185
409	0.5740874897
410	0.5735857466
411	0.5734602534
412	0.5733594073
413	0.5732399403
414	0.5729394353
415	0.5727852724
416	0.5726999593
417	0.5725866169
418	0.5725073303
419	0.5724892317
420	0.5723728676
421	0.5722369037
422	0.5720877797
423	0.5718715541
424	0.5718556892
425	0.5718539616
426	0.571751793
427	0.5715942145
428	0.5713568252
429	0.5713019391
430	0.5711551234
431	0.5710014858
432	0.5708739511
433	0.5707487189
434	0.570635998
435	0.5705399666
436	0.5704510798
437	0.5701608203
438	0.5701083074
439	0.5698972129
440	0.569815454
441	0.5696722454
442	0.5695820817
443	0.5693871476
444	0.5692778852
445	0.5690903215
446	0.5689356425
447	0.5687487772
448	0.5686675709
449	0.5683480165
450	0.5681680567
451	0.5680249706
452	0.5679423881
453	0.5678445768
454	0.5677704288
455	0.5675140436
456	0.5674427374
457	0.5672910233
458	0.56721714
459	0.566953287
460	0.5667427776
461	0.5666478542
462	0.5664557174
463	0.5661682055
464	0.5661114794
465	0.5660297356
466	0.5658474816
467	0.5657067704
468	0.5656246903
469	0.5653226076
470	0.5651262115
471	0.5649965376
472	0.5648839259
473	0.564837547
474	0.5645571659
475	0.5643564777
476	0.564217476
477	0.5639692076
478	0.5638710414
479	0.5637444837
480	0.5635679941
481	0.5633641281
482	0.5632598993
483	0.5630176157
484	0.5626904513
485	0.5626037318
486	0.5624251123
487	0.5622636403
488	0.5621464805
489	0.5620398987
490	0.5618371734
491	0.5616979247
492	0.5615515824
493	0.5614807222
494	0.5612805753
495	0.5610237093
496	0.5609529457
497	0.5607291315
498	0.5606485604
499	0.5604920661
500	0.5603453655
501	0.5602551987
502	0.5601373795
503	0.5599901633
504	0.5599079307
505	0.5597643475
506	0.5596983833
507	0.5595962333
508	0.5595025573
509	0.5593694704
510	0.5591328648
511	0.5590796845
512	0.5588727696
513	0.5587138507
514	0.5586393181
515	0.5584791606
516	0.5583736448
517	0.5581737874
518	0.5581263272
519	0.5580492239
520	0.5579886182
521	0.5579255466
522	0.5578479551
523	0.5577541166
524	0.5576332986
525	0.5575016102
526	0.557395909
527	0.5573347516
528	0.5572590459
529	0.5571541298
530	0.5570098762
531	0.5569260929
532	0.5568515891
533	0.5566748814
534	0.5566640506
535	0.5565000725
536	0.5563854318
537	0.5563222904
538	0.5562234676
539	0.5561027224
540	0.5561014257
541	0.5560153326
542	0.555947017
543	0.5557860762
544	0.5556628549
545	0.5555446408
546	0.5554230002
547	0.5553226442
548	0.5551478691
549	0.5550414667
550	0.55493753
551	0.5548770607
552	0.5548083205
553	0.5546952309
554	0.5546122069
555	0.5545480169
556	0.5544106587
557	0.5542410141
558	0.5541689862
559	0.5540381933
560	0.5539683384
561	0.5539592659
562	0.5538196841
563	0.5537357555
564	0.5536300328
565	0.5535770168
566	0.5534837919
567	0.5533445297
568	0.5532462463
569	0.5532212253
570	0.5531689685
571	0.5530704562
572	0.5528944361
573	0.5527340508
574	0.55266792
575	0.5526117858
576	0.5525508126
577	0.5524632704
578	0.5522688405
579	0.5521745199
580	0.5520370521
581	0.5520008018
582	0.5518751929
583	0.5517169658
584	0.5516004775
585	0.5515520113
586	0.5514597654
587	0.5514584906
588	0.5513924546
589	0.5513434927
590	0.5512902085
591	0.5512105743
592	0.5512094197
593	0.5511493342
594	0.5509810268
595	0.5509315736
596	0.5507774194
597	0.5506454247
598	0.5505912282
599	0.5503570084
600	0.5502704002
601	0.5501565374
602	0.5499406457
603	0.5499080802
604	0.5497628704
605	0.5497169588
606	0.5496706427
607	0.549596026
608	0.5494562182
609	0.5493866414
610	0.5492837676
611	0.5492171915
612	0.5491453761
613	0.5490321768
614	0.5488318016
615	0.5487241477
616	0.5486471427
617	0.5484592311
618	0.5483549224
619	0.5482903756
620	0.5482583437
621	0.5481670051
622	0.5480973546
623	0.5479747781
624	0.5477941402
625	0.5476035103
626	0.5475606093
627	0.5474451806
628	0.5473557945
629	0.5473009741
630	0.5472229115
631	0.5471755436
632	0.5470493643
633	0.5468077627
634	0.546483148
635	0.5464158396
636	0.5463674281
637	0.5462958864
638	0.5462181975
639	0.5461824968
640	0.5458932715
641	0.5457332825
642	0.5456417647
643	0.545526678
644	0.5454315325
645	0.5453537452
646	0.5452889395
647	0.5451891495
648	0.545025598
649	0.5448997091
650	0.5448207047
651	0.54471746
652	0.5446458575
653	0.5445523552
654	0.5444598035
655	0.5443717399
656	0.5442747632
657	0.5441672025
658	0.5441091029
659	0.5439750245
660	0.5438885912
661	0.5438034777
662	0.5437495528
663	0.5436665563
664	0.5435720116
665	0.5434903742
666	0.5433837313
667	0.5433442024
668	0.5432543375
669	0.5431094122
670	0.5429981194
671	0.542870303
672	0.5426636777
673	0.5425784999
674	0.5425069455
675	0.5423657598
676	0.5423451822
677	0.5422832957
678	0.5420373071
679	0.5418710557
680	0.5417548887
681	0.5416884292
682	0.5415462674
683	0.5414444957
684	0.5413748788
685	0.5412782897
686	0.5411681462
687	0.5410431585
688	0.5410010366
689	0.540920748
690	0.5407874479
691	0.5407476526
692	0.5406920014
693	0.5406441262
694	0.5405681374
695	0.5405144045
696	0.5404575328
697	0.5402613758
698	0.5401929926
699	0.5401099655
700	0.5400386284
701	0.5399533217
702	0.5399050639
703	0.5397268921
704	0.5396615981
705	0.5396075862
706	0.5395511567
707	0.5394951674
708	0.5393386425
709	0.5392123024
710	0.5391644259
711	0.5391121599
712	0.5390556565
713	0.5389648413
714	0.5388496078
715	0.5387694164
716	0.5386654359
717	0.5385353164
718	0.5384770509
719	0.5384210228
720	0.5383530834
721	0.5382903118
722	0.5382464926
723	0.5381877151
724	0.5380731577
725	0.5380214972
726	0.5379193311
727	0.537806162
728	0.5376880061
729	0.5376073874
730	0.5375296499
731	0.5374186533
732	0.5374175353
733	0.5373251119
734	0.5372452637
735	0.5372293892
736	0.5371354439
737	0.5371229709
738	0.536849362
739	0.5368484841
740	0.5367244542
741	0.5366723405
742	0.536584584
743	0.5365054637
744	0.5364312717
745	0.5363621979
746	0.5362533469
747	0.5361544738
748	0.5360848685
749	0.5360084788
750	0.5359526634
751	0.5358434549
752	0.5357792562
753	0.5356788941
754	0.5356488991
755	0.535591599
756	0.5355093662
757	0.5353981202
758	0.5353275412
759	0.5352662662
760	0.5352022415
761	0.5351426327
762	0.5350830588
763	0.5350222689
764	0.5348956761
765	0.5348216755
766	0.5347380649
767	0.5345754265
768	0.5344642164
769	0.534436373
770	0.5342676662
771	0.5341628022
772	0.5340879144
773	0.5340586141
774	0.5340420772
775	0.5339644404
776	0.5338636936
777	0.5337849993
778	0.533594862
779	0.5335788756
780	0.533535271
781	0.533421118
782	0.5332923629
783	0.5332544048
784	0.5330718091
785	0.5328989495
786	0.5328233982
787	0.5327658323
788	0.5325122967
789	0.5324695693
790	0.5323505063
791	0.5322979386
792	0.5321930656
793	0.5321594071
794	0.5320809684
795	0.5319552832
796	0.531812392
797	0.531739025
798	0.5316735914
799	0.5316028803
800	0.5315157826
801	0.531423427
802	0.5313267936
803	0.5312139416
804	0.5311506468
805	0.5310573572
806	0.5308937012
807	0.5308221362
808	0.5307801064
809	0.5306615467
810	0.5306007293
811	0.5305269335
812	0.5304236307
813	0.5303000807
814	0.5302388218
815	0.5301670302
816	0.5300614652
817	0.5300407591
818	0.5299678565
819	0.5298789949
820	0.5298159982
821	0.5297751399
822	0.5296938929
823	0.5296355078
824	0.5294797923
825	0.5293475493
826	0.5292963241
827	0.529186337
828	0.5290751651
829	0.5289951242
830	0.5289084594
831	0.5288528531
832	0.5287965047
833	0.528731805
834	0.5286033273
835	0.528517704
836	0.5284168785
837	0.5283297359
838	0.5282687654
839	0.528184893
840	0.5280826751
841	0.5279981568
842	0.5278040406
843	0.5277309041
844	0.5276786501
845	0.5275934983
846	0.5275205878
847	0.5273331313
848	0.5270813054
849	0.5269620624
850	0.5268977139
851	0.5267865982
852	0.5267247976
853	0.526637121
854	0.5265772296
855	0.5264454437
856	0.5263763403
857	0.526351162
858	0.5262986222
859	0.5261584001
860	0.5260622511
861	0.5259894546
862	0.5258907539
863	0.5258272703
864	0.5257340854
865	0.5256052016
866	0.5255322056
867	0.5254244384
868	0.5253233471
869	0.5251865686
870	0.5251358848
871	0.525069298
872	0.5250091083
873	0.5249535312
874	0.5247674078
875	0.5247359254
876	0.5246838506
877	0.5246182778
878	0.5245676921
879	0.5245192568
880	0.5244444837
881	0.5243763778
882	0.5242370195
883	0.5241679925
884	0.5240919353
885	0.5240066371
886	0.5239417392
887	0.5238752221
888	0.5237692531
889	0.5236822354
890	0.5236052825
891	0.5235003441
892	0.5233882546
893	0.52336691
894	0.5232964427
895	0.523237923
896	0.5231610348
897	0.5231039952
898	0.5230475178
899	0.5229511288
900	0.5228869617
901	0.5228310897
902	0.5227960654
903	0.5227437397
904	0.522668076
905	0.5225894015
906	0.5225232182
907	0.522463662
908	0.5224271914
909	0.5223294252
910	0.5222473864
911	0.5221897345
912	0.5220160207
913	0.5219453474
914	0.5218776667
915	0.5218223407
916	0.5217586692
917	0.5216594198
918	0.5215666653
919	0.5214971304
920	0.5213816066
921	0.5213636737
922	0.5212868136
923	0.5212271372
924	0.521148882
925	0.5210985505
926	0.5210170095
927	0.5209461903
928	0.520885124
929	0.520773158
930	0.520650595
931	0.5206188327
932	0.5205858359
933	0.5205262386
934	0.5204901203
935	0.5204004149
936	0.5203073283
937	0.5202040784
938	0.520137082
939	0.5200694008
940	0.5199831405
941	0.5199137597
942	0.5198846858
943	0.5198395698
944	0.5197785316
945	0.5197200694
946	0.5197008314
947	0.519669833
948	0.5195277627
949	0.5194898658
950	0.5194311804
951	0.5193855374
952	0.5193285028
953	0.5193010896
954	0.5192493347
955	0.5191464969
956	0.5191049728
957	0.5190176867
958	0.518974786
959	0.5189580362
960	0.5188766991
961	0.518836027
962	0.5187477982
963	0.5187137722
964	0.5186598987
965	0.5186041958
966	0.5185680796
967	0.5185006553
968	0.5184567169
969	0.5183893357
970	0.518325039
971	0.5182549513
972	0.5181705075
973	0.5181132045
974	0.5180555273
975	0.5180161932
976	0.5179053012
977	0.5178029438
978	0.5177206553
979	0.5176870728
980	0.5176505774
981	0.5175635187
982	0.5174589151
983	0.5173655083
984	0.5172989218
985	0.5172406912
986	0.5171901509
987	0.5171177101
988	0.5170385096
989	0.5169988785
990	0.5168812765
991	0.5167982808
992	0.5167424483
993	0.5166775784
994	0.5166132596
995	0.5165692997
996	0.5165087183
997	0.5164626146
998	0.5163299871
999	0.516225455
